[0.14-11.42] 好
[6685.48-6686.14] 这是吧
[6686.14-6688.48] 那个正好带了个大绿帽子
[6688.48-6690.74] 这要死要活的啊
[6690.74-6692.62] 我就让他看看我的幸福生活
[6692.62-6695.56] 然后我就把我温华女教友啊
[6695.56-6696.58] 给约了吃顿饭
[6696.58-6697.72] 他马上就好了
[6697.72-6698.40] 他马上就好了
[6698.40-6700.56] 他觉得王哥我操
[6702.56-6703.86] 后宫家里道啊
[6704.02-6707.92] 我王总王总不好开玩笑
[6707.92-6708.62] 就是那意思
[6708.62-6710.88] 嗯
[6710.88-6712.56] 退赃想都梦想
[6712.56-6715.13] 哈哈哈
[6715.13-6715.29] 哎
[6715.29-6718.67] 这个就被这里变成犯罪集中营
[6718.67-6720.91] 对呃
[6720.91-6723.97] 我刚我刚那哥们开开开赌场
[6723.97-6725.03] 那哥们我不愿意告呢
[6725.03-6725.45] 实话
[6725.45-6728.03] 因为你正经人谁干这个事啊
[6728.03-6730.09] 但是我可以告诉你一个规律吧
[6730.09-6732.37] 就一般的公安局和检察院啊
[6732.37-6734.49] 都是把你往死里干干的啊
[6734.49-6735.17] 就是
[6735.17-6737.45] 你在他们眼里就是个水鱼
[6737.45-6738.81] 换句话换句话
[6738.81-6740.37] 就是什么的肥猪啊
[6740.37-6742.99] 所以你你以为就是交点非法所得
[6742.99-6744.71] 利润交了就完了
[6744.71-6747.95] 第一步是交利润
[6747.95-6748.89] 第二步就交本金
[6748.89-6750.95] 第三步让你倾家荡产啊
[6750.95-6754.19] 好了啊
[6754.19-6755.11] 就这么地吧
[6755.11-6756.27] 咱们不聊了啊
[6756.27-6756.91] 拜拜拜拜
[6756.91-6757.81] 再见啊
[6757.81-6758.03] 再见
[6758.03-6763.77] 哎呀
[6763.77-6765.91] 王叔今天四月份
[6765.91-6767.23] 女友去印尼读书
[6767.23-6768.53] 分手前我算了一卦
[6768.53-6769.75] 上面写八月有凶
[6769.75-6772.07] 我当时还纳闷什么是凶
[6772.07-6773.49] 现在是不是应验了
[6773.49-6775.67] 四十岁漂亮
[6775.67-6776.39] 你就是见面
[6776.39-6777.23] 会不会太老了
[6777.23-6778.33] 不不不老不老
[6778.33-6779.65] 漂亮的绝对行
[6779.65-6781.11] 那我都五十岁了
[6781.11-6782.37] 好
[6782.37-6783.21] 再见啊
[6783.21-6783.47] 再见
[6783.47-6792.84] 老王有兄弟在墨尔本
[6792.84-6795.00] 我看到我孩子学校
[6795.00-6796.74] 接一个家长的很像你
[6796.74-6798.32] 也是北京来的
[6798.32-6798.86] 去滚
[6798.86-6802.70] 拜拜啊
[6802.70-6803.14] 拜拜
[6803.14-6804.94] 艾娃张
[6804.94-6808.82] 王哥美国降息预期股市楼市影响怎样
[6808.82-6811.32] 那股市应该还不错吧
[6811.32-6812.04] 艾娃张
[6812.04-6815.10] 房市美国的房市
[6815.10-6817.60] 很难做全国的预判
[6817.60-6820.68] 美国的房市给一个城市一个州一个样子
[6820.68-6821.68] 那应该大国嘛
[6821.68-6823.62] 非常成熟的房地产
[6823.62-6828.12] 老王旧衣服捐出去会被借运吗
[6828.12-6830.30] 这啥人呢
[6830.30-6831.90] 不会啊
[6831.90-6833.16] 你要是在西方的话
[6833.16-6834.52] 你旧衣服应该捐出去啊
[6834.52-6835.12] 别扔啊
[6835.12-6836.06] 因为很多人需要
[6836.06-6838.10] 嗯
[6838.10-6840.16] 我25岁超级喜欢淑女怎么办
[6840.16-6841.22] 那你就找一个淑女
[6841.22-6842.88] 老婆吗
[6842.88-6844.42] 嗯
[6844.42-6846.82] 拜拜啊
[6846.82-6847.64] 不聊了
[6847.64-6848.58] 九点半了
[6848.58-6849.08] 两小时了
[6849.08-6849.32] 再见
[6849.32-6849.64] 再见
